gap,seq_num,hidden_size,num_layer,ACC,train_size,val_size
5,50,128,1,90.98772747542746,163645,163699
5,50,128,2,91.04209555342428,163645,163699
5,50,128,3,91.02499098956011,163645,163699
5,50,256,1,91.24063066970476,163645,163699
5,50,256,2,91.12028784537475,163645,163699
5,50,256,3,91.21558470118937,163645,163699
10,50,32,1,89.58270972944246,81946,163699
10,50,32,2,89.43182304106928,81946,163699
10,50,32,3,89.41471847720511,81946,163699
10,50,64,1,89.78796449581243,81946,163699
10,50,64,2,89.72382238132181,81946,163699
10,50,64,3,89.73603992693907,81946,163699
10,50,128,1,89.81362134160868,81946,163699
10,50,128,2,89.90158767005296,81946,163699
10,50,128,3,89.7653620364205,81946,163699
10,50,256,1,89.90342030189555,81946,163699
10,50,256,2,89.66823254876329,81946,163699
10,50,256,3,89.8893701244357,81946,163699
15,50,32,1,88.32063726717939,54717,163699
15,50,32,2,88.3304113036732,54717,163699
15,50,32,3,88.63279555770042,54717,163699
15,50,64,1,88.8826443655734,54717,163699
15,50,64,2,88.48985027397846,54717,163699
15,50,64,3,88.54727273837959,54717,163699
15,50,128,1,88.87958997916908,54717,163699
15,50,128,2,88.66883731727134,54717,163699
15,50,128,3,88.31941551261767,54717,163699
15,50,256,1,88.67433521279911,54717,163699
15,50,256,2,88.95717139383869,54717,163699
15,50,256,3,89.09889492299892,54717,163699
3,80,32,1,92.48380452166553,267567,160693
3,80,32,2,91.69472223432258,267567,160693
3,80,32,3,92.15460536551063,267567,160693
3,80,64,1,92.22056965767021,267567,160693
3,80,64,2,92.43837628272544,267567,160693
3,80,64,3,92.43277554093831,267567,160693
3,80,128,1,92.08490724549296,267567,160693
3,80,128,2,92.1869652069474,267567,160693
3,80,128,3,92.14029235872128,267567,160693
3,80,256,1,91.94737791938665,267567,160693
3,80,256,2,92.28155551268569,267567,160693
3,80,256,3,92.27222094304045,267567,160693
5,80,32,1,91.94862252867269,160639,160693
5,80,32,2,91.96355784010504,160639,160693
5,80,32,3,91.67231926717405,160639,160693
5,80,64,1,91.83100695114287,160639,160693
5,80,64,2,92.22492579017133,160639,160693
5,80,64,3,92.25355180375001,160639,160693
5,80,128,1,91.99840690011388,160639,160693
5,80,128,2,91.95173405188775,160639,160693
5,80,128,3,92.17887524658822,160639,160693
5,80,256,1,92.15460536551063,160639,160693
5,80,256,2,92.17763063730219,160639,160693
5,80,256,3,91.99529537689881,160639,160693
10,80,32,1,90.89257154947633,80443,160693
10,80,32,2,91.44580037711661,80443,160693
10,80,32,3,91.19812312919667,80443,160693
10,80,64,1,91.44766729104566,80443,160693
10,80,64,2,90.61191215547659,80443,160693
10,80,64,3,91.5410129874979,80443,160693
10,80,128,1,91.47318178140927,80443,160693
10,80,128,2,91.62502411430492,80443,160693
10,80,128,3,91.7283266850454,80443,160693
10,80,256,1,91.3953937010324,80443,160693
10,80,256,2,91.13589266489517,80443,160693
10,80,256,3,91.23919523563565,80443,160693
15,80,32,1,90.36112338434157,53715,160693
15,80,32,2,90.17318738215106,53715,160693
15,80,32,3,90.5409694261729,53715,160693
15,80,64,1,90.4040624047096,53715,160693
15,80,64,2,90.63120359941006,53715,160693
15,80,64,3,90.25657620431507,53715,160693
15,80,128,1,90.6953009776406,53715,160693
15,80,128,2,90.77495597194651,53715,160693
15,80,128,3,90.20305800501578,53715,160693
15,80,256,1,90.54594786331701,53715,160693
15,80,256,2,90.68783332192442,53715,160693
15,80,256,3,90.38788248399122,53715,160693
3,100,32,1,92.39959921607672,264232,158689
3,100,32,2,92.54327647158908,264232,158689
3,100,32,3,92.5514685958069,264232,158689
3,100,64,1,92.15572597974655,264232,158689
3,100,64,2,92.4758489876425,264232,158689
3,100,64,3,92.29562225485068,264232,158689
3,100,128,1,92.65985670084252,264232,158689
3,100,128,2,92.37817366043015,264232,158689
3,100,128,3,92.54453679839182,264232,158689
3,100,256,1,92.29625241825205,264232,158689
3,100,256,2,92.57982594886855,264232,158689
3,100,256,3,92.67372029567267,264232,158689
5,100,32,1,92.39140709185892,158635,158689
5,100,32,2,92.17589120859039,158635,158689
5,100,32,3,92.1859738230123,158635,158689
5,100,64,1,92.39203725526029,158635,158689
5,100,64,2,92.25781245076848,158635,158689
5,100,64,3,92.3120065032863,158635,158689
5,100,128,1,92.2615934311767,158635,158689
5,100,128,2,92.48782209226853,158635,158689
5,100,128,3,92.4758489876425,158635,158689
5,100,256,1,92.41157232070276,158635,158689
5,100,256,2,92.45568375879866,158635,158689
5,100,256,3,92.62141673335896,158635,158689
10,100,32,1,91.7788882657273,79441,158689
10,100,32,2,91.63395068341221,79441,158689
10,100,32,3,91.96856744953966,79441,158689
10,100,64,1,92.0876683323986,79441,158689
10,100,64,2,91.92634650164787,79441,158689
10,100,64,3,91.85009673008211,79441,158689
10,100,128,1,91.8400141156602,79441,158689
10,100,128,2,91.96730712273693,79441,158689
10,100,128,3,91.79905349457114,79441,158689
10,100,256,1,91.95722450831501,79441,158689
10,100,256,2,91.95848483511774,79441,158689
10,100,256,3,91.78392957293826,79441,158689
15,100,32,1,91.53690551960123,53047,158689
15,100,32,2,90.84750675850248,53047,158689
15,100,32,3,91.40268071510943,53047,158689
15,100,64,1,91.31382767551627,53047,158689
15,100,64,2,91.27853852503954,53047,158689
15,100,64,3,91.3024847342916,53047,158689
15,100,128,1,91.15439633496966,53047,158689
15,100,128,2,91.4997258789204,53047,158689
15,100,128,3,91.10146260925458,53047,158689
15,100,256,1,91.54131666341083,53047,158689
15,100,256,2,91.34785649919024,53047,158689
15,100,256,3,91.6402523174259,53047,158689
3,150,32,1,92.50320473194125,255887,153679
3,150,32,2,92.32751384379128,255887,153679
3,150,32,3,92.34443222561313,255887,153679
3,150,64,1,91.96441934161466,255887,153679
3,150,64,2,92.27545728433944,255887,153679
3,150,64,3,92.28391647525036,255887,153679
3,150,128,1,92.2331613297848,255887,153679
3,150,128,2,92.20518092907945,255887,153679
3,150,128,3,91.93578823391616,255887,153679
3,150,256,1,91.89674581432726,255887,153679
3,150,256,2,92.02233226400485,255887,153679
3,150,256,3,92.35289141652406,255887,153679
5,150,32,1,91.95010378776541,153625,153679
5,150,32,2,92.31319828994202,153625,153679
5,150,32,3,92.44203827458534,153625,153679
5,150,64,1,91.86681329264246,153625,153679
5,150,64,2,92.45895665640718,153625,153679
5,150,64,3,92.65026451239271,153625,153679
5,150,128,1,92.24877829762036,153625,153679
5,150,128,2,92.14011022976464,153625,153679
5,150,128,3,92.27155304238055,153625,153679
5,150,256,1,92.39128312911978,153625,153679
5,150,256,2,92.04055205981298,153625,153679
5,150,256,3,92.28066294028461,153625,153679
10,150,32,1,91.34689840511716,76936,153679
10,150,32,2,91.92797974999837,76936,153679
10,150,32,3,91.82061309612894,76936,153679
10,150,64,1,91.93058257797097,76936,153679
10,150,64,2,92.04966195771706,76936,153679
10,150,64,3,91.90325288425875,76936,153679
10,150,128,1,91.87201894858764,76936,153679
10,150,128,2,91.6885195765199,76936,153679
10,150,128,3,91.81410602619746,76936,153679
10,150,256,1,90.9629812791598,76936,153679
10,150,256,2,91.69372523246507,76936,153679
10,150,256,3,91.6371137240612,76936,153679
15,150,32,1,91.4353945561853,51372,153679
15,150,32,2,91.56488524782176,51372,153679
15,150,32,3,91.6345108960886,51372,153679
15,150,64,1,91.05147743022795,51372,153679
15,150,64,2,90.77557766513317,51372,153679
15,150,64,3,91.6969787674308,51372,153679
15,150,128,1,91.59026282055453,51372,153679
15,150,128,2,91.0970269197483,51372,153679
15,150,128,3,91.54406262404102,51372,153679
15,150,256,1,91.66769695273915,51372,153679
15,150,256,2,91.87982743250542,51372,153679
15,150,256,3,91.29419113867216,51372,153679
3,200,32,1,92.83172685630494,247527,148669
3,200,32,2,92.43285419287142,247527,148669
3,200,32,3,92.51357041481411,247527,148669
3,200,64,1,92.03398152943788,247527,148669
3,200,64,2,92.33195891544302,247527,148669
3,200,64,3,92.47926602048847,247527,148669
3,200,128,1,91.81268455427829,247527,148669
3,200,128,2,92.66962177723669,247527,148669
3,200,128,3,91.99631395919795,247527,148669
3,200,256,1,92.22433728618608,247527,148669
3,200,256,2,91.99160551291796,247527,148669
3,200,256,3,91.92770517054664,247527,148669
5,200,32,1,91.76021901001553,148615,148669
5,200,32,2,92.5290410240198,148615,148669
5,200,32,3,92.26200485642602,148615,148669
5,200,64,1,92.18263390484903,148615,148669
5,200,64,2,92.29630925075168,148615,148669
5,200,64,3,92.43218155768855,148615,148669
5,200,128,1,92.45505115390566,148615,148669
5,200,128,2,92.32523256361448,148615,148669
5,200,128,3,92.09519133107776,148615,148669
5,200,256,1,92.04945213864356,148615,148669
5,200,256,2,92.0138024739522,148615,148669
5,200,256,3,92.62253731443677,148615,148669
10,200,32,1,92.18801498631187,74431,148669
10,200,32,2,92.05079740900928,74431,148669
10,200,32,3,92.01783828504934,74431,148669
10,200,64,1,91.8537153004325,74431,148669
10,200,64,2,92.126805184672,74431,148669
10,200,64,3,91.69161022136424,74431,148669
10,200,128,1,91.85102475970108,74431,148669
10,200,128,2,91.56986325326733,74431,148669
10,200,128,3,91.99833186474652,74431,148669
10,200,256,1,91.5564105496102,74431,148669
10,200,256,2,92.07904808668923,74431,148669
10,200,256,3,92.21088458252898,74431,148669
15,200,32,1,90.9665094942456,49707,148669
15,200,32,2,91.04789835137116,49707,148669
15,200,32,3,91.74945684708985,49707,148669
15,200,64,1,91.58735176802158,49707,148669
15,200,64,2,91.56515480698734,49707,148669
15,200,64,3,91.78107070068407,49707,148669
15,200,128,1,91.91828827798666,49707,148669
15,200,128,2,91.66806798996429,49707,148669
15,200,128,3,92.0931734255292,49707,148669
15,200,256,1,91.62703724381008,49707,148669
15,200,256,2,91.53286831821025,49707,148669
15,200,256,3,91.81268455427829,49707,148669
